,status,totalResults,articles
0,ok,7247,"{'source': {'id': 'engadget', 'name': 'Engadget'}, 'author': 'Andrew Tarantola', 'title': ""Hitting the Books: How Bitcoin is somehow worth more than the paper it's printed on"", 'description': 'Bitcoin and similar blockchain-based cryptos exhibit the same radical divergence from traditional scarcity economics that we first saw when MP3s and Napster cratered physical album sales at the turn of the century. Unlike gold, which derives its value from bo…', 'url': 'https://www.engadget.com/hitting-the-books-the-future-of-money-eswar-prasad-harvard-university-press-153024975.html', 'urlToImage': 'https://s.yimg.com/os/creatr-uploaded-images/2021-09/5ea7d740-17ff-11ec-9ffd-ff33ac942d83', 'publishedAt': '2021-09-25T15:30:24Z', 'content': 'Bitcoin and similar blockchain-based cryptos exhibit the same radical divergence from traditional scarcity economics that we first saw when MP3s and Napster cratered physical album sales at the turn … [+8436 chars]'}"
1,ok,7247,"{'source': {'id': None, 'name': 'Blogspot.com'}, 'author': 'noreply@blogger.com (Unknown)', 'title': 'Bitcoin hits strongest level since May', 'description': '<ul><li>Bitcoin, in terms of market value, rose 4.6% to $53,859.6.</li><li>It passed $50,000 mark for first time in four weeks on Tuesday.\xa0</li><li>Bitcoin fell below $50,000 in early September.</li></ul>Bitcoin hit its highest level since mid-May on Wednesda…', 'url': 'https://techncruncher.blogspot.com/2021/10/bitcoin-hits-strongest-level-since-may.html', 'urlToImage': 'https://blogger.googleusercontent.com/img/a/AVvXsEhiFZua2TKlWOHoZ5qipQ8zBVpSMbXNdxOFJmwNkddvji4GqJRO4SonCCmwV_IBrxtHCb2UlJ850RuZPY75s54QZkedzrYthaQqoo4tuOD3zUbMhTGxJ2T-rFtSu8I1vRJY9RtH8dWw7_5XtGfoeUvJuAWZU-U9XLsHKTKffBSWD6G9su34rjkO0sYD-w=w1200-h630-p-k-no-nu', 'publishedAt': '2021-10-06T17:17:00Z', 'content': '<ul><li>Bitcoin, in terms of market value, rose 4.6% to $53,859.6.</li><li>It passed $50,000 mark for first time in four weeks on Tuesday.\xa0</li><li>Bitcoin fell below $50,000 in early September.</li>… [+821 chars]'}"
2,ok,7247,"{'source': {'id': None, 'name': 'Blogspot.com'}, 'author': 'noreply@blogger.com (Unknown)', 'title': 'BTC, DOGE, and SHIBA Price Analysis for October 6', 'description': 'How high are the chances of Bitcoin sustaining its gains and pushing altcoins higher?   from U.Today https://ift.tt/3BkD5px https://ift.tt/e...', 'url': 'https://techncruncher.blogspot.com/2021/10/btc-doge-and-shiba-price-analysis-for.html', 'urlToImage': None, 'publishedAt': '2021-10-06T19:49:00Z', 'content': 'How high are the chances of Bitcoin sustaining its gains and pushing altcoins higher?from U.Today https://ift.tt/3BkD5px https://ift.tt/eA8V8J'}"
3,ok,7247,"{'source': {'id': None, 'name': 'Blogspot.com'}, 'author': 'noreply@blogger.com (Unknown)', 'title': 'JPMorgan CEO Says Bitcoin Has No Intrinsic Value After Claiming That Its Price Could Rise 10X', 'description': 'JPMorgan CEO Jamie Dimon is still not a Bitcoin fan despite rapid price appreciation   from U.Today https://ift.tt/3iyi5nR https://ift.tt/eA...', 'url': 'https://techncruncher.blogspot.com/2021/10/jpmorgan-ceo-says-bitcoin-has-no.html', 'urlToImage': None, 'publishedAt': '2021-10-04T19:49:00Z', 'content': 'JPMorgan CEO Jamie Dimon is still not a Bitcoin fan despite rapid price appreciationfrom U.Today https://ift.tt/3iyi5nR https://ift.tt/eA8V8J'}"
4,ok,7247,"{'source': {'id': None, 'name': 'Blogspot.com'}, 'author': 'noreply@blogger.com (Unknown)', 'title': 'Why have Elon Musk and Tesla suddenly turned against bitcoin?', 'description': 'Elon Musk has performed a sudden U-turn on bitcoin over concerns about its energy usage, and says his electric car firm Tesla will no longer accept the cryptocurrency as payment – but will his decision have an impact, and could Tesla turn to an alternative cu…', 'url': 'https://techncruncher.blogspot.com/2021/09/why-have-elon-musk-and-tesla-suddenly.html', 'urlToImage': 'https://blogger.googleusercontent.com/img/a/AVvXsEh20SgNNsDlKyWWmB7XgB5SfFY10M6CqJAq93HwGtssTn2cWz6w9zHPjXf91WwoWr27QeaC4HsGv2NxPOXUdvk6xodUojnw8rUuAkEMY3Qb4ucoVpN3nSyF8JW_xVDWa2aSMEWH387hPsfouSJyClLNburIcDbXIeJamuTHwiSvw4hdNnqeeICcvg1wrQ=w1200-h630-p-k-no-nu', 'publishedAt': '2021-09-28T20:03:00Z', 'content': 'Elon Musk has performed a sudden U-turn on bitcoin over concerns about its energy usage, and says his electric car firm Tesla will no longer accept the cryptocurrency as payment – but will his decisi… [+3069 chars]'}"
5,ok,7247,"{'source': {'id': None, 'name': 'Blogspot.com'}, 'author': 'noreply@blogger.com (Unknown)', 'title': 'Who Bought $1.6B in Bitcoin Wednesday, and Why?', 'description': 'last week the cryptocurrency market persistently asked the gnawing and annoying question, “Why?”\r\nSpecifically, why did someone make a massive purchase of $1.6 billion worth of bitcoin on Wednesday in a couple of minutes?\r\nWhile many see this huge buy as a si…', 'url': 'https://techncruncher.blogspot.com/2021/10/who-bought-16b-in-bitcoin-wednesday-and.html', 'urlToImage': 'https://blogger.googleusercontent.com/img/a/AVvXsEhsl_C2ZYUVeK-jmFi6Uqp_jp_ZkAFVcEXJD30f7HZvv6DGdmfboiV_UzjK5tbXge19JF93vpfwuN3KmtOaP-sfElPl1iTri7dE13Qn-epBs9qE93eEWjlP3lgWTuCsg_TxslHIoO1Dt61iSIYwmSVCJi4L-ap81CxS0pHD6eYqqClD11QGr_dfpPzQ6w=w1200-h630-p-k-no-nu', 'publishedAt': '2021-10-10T20:12:00Z', 'content': 'Specifically, why did someone make a massive purchase of $1.6 billion worth of bitcoin on Wednesday in a couple of minutes?\r\nWhile many see this huge buy as a signal of bullishness, there may be more… [+8443 chars]'}"
6,ok,7247,"{'source': {'id': 'the-verge', 'name': 'The Verge'}, 'author': 'Kim Lyons', 'title': 'China’s central bank bans cryptocurrency transactions to avoid ‘risks’', 'description': 'China’s central bank on Friday said cryptocurrency transactions in the country are illegal, banning all transactions. It said cryptocurrencies like bitcoin and Ethereum are not legal tender and can’t be circulated.', 'url': 'https://www.theverge.com/2021/9/24/22691472/china-central-bank-cryptocurrency-illegal-bitcoin', 'urlToImage': 'https://cdn.vox-cdn.com/thumbor/mde_l3lUC4muDPEFG7LYrUz0O3g=/0x146:2040x1214/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/8921023/acastro_bitcoin_2.jpg', 'publishedAt': '2021-09-24T16:22:55Z', 'content': 'Its the countrys latest crackdown on digital currencies\r\nIllustration by Alex Castro / The Verge\r\nThe Peoples Bank of China, the countrys central bank, said Friday that cryptocurrency transactions ar… [+1461 chars]'}"
7,ok,7247,"{'source': {'id': None, 'name': 'Gizmodo.com'}, 'author': 'Molly Taft', 'title': 'Mining Bitcoin Using Nuclear Power May Be Fine, Actually', 'description': 'Last week, the Wall Street Journal ran a piece on three recent nuclear-bitcoin deals that may signal a growing trend in the industry. The Journal piece reflects a small but growing sense of excitement expressed by some crypto fans—including Miami mayor and bi…', 'url': 'https://gizmodo.com/mining-bitcoin-using-nuclear-power-may-be-fine-actuall-1847825102', 'urlToImage': 'https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/3cd3ec5c1c48d6ad49a659ab76b82e02.jpg', 'publishedAt': '2021-10-08T16:35:00Z', 'content': 'Last week, the Wall Street Journal ran a piece on three recent nuclear-bitcoin deals that may signal a growing trend in the industry. The Journal piece reflects a small but growing sense of excitemen… [+9512 chars]'}"
8,ok,7247,"{'source': {'id': None, 'name': 'Blogspot.com'}, 'author': 'noreply@blogger.com (Unknown)', 'title': 'Twitter will allow people to tip their favorite content creators with bitcoin', 'description': 'Twitter will now allow people to tip their favorite content creators with bitcoin and will also launch a fund to pay some users who host audio chat rooms on its Spaces feature, the company said on Thursday.The company also said it will test new ways to help u…', 'url': 'https://techncruncher.blogspot.com/2021/09/twitter-will-allow-people-to-tip-their.html', 'urlToImage': 'https://lh3.googleusercontent.com/proxy/1YJtFF25zSUEDnZG0KffEqRkuld5BSehiyo-0FWiRJNwu6PBJ8Jc8KnXmLXpRfQblZibb-LrRCic9IQeEo1h_fRS2NM=w1200-h630-n-k-no-nu', 'publishedAt': '2021-09-24T12:14:00Z', 'content': 'Twitter will now allow people to tip their favorite content creators with bitcoin and will also launch a fund to pay some users who host audio chat rooms on its Spaces feature, the company said on Th… [+2802 chars]'}"
9,ok,7247,"{'source': {'id': None, 'name': 'Gizmodo.com'}, 'author': 'Shoshana Wodinsky', 'title': 'Bitcoin Bros and Nuclear Bros Have Found Common Cause', 'description': 'Cryptocurrency mining is a wildly energy-intensive endeavor that doesn’t only pump out more carbon emissions than some small countries, but is quickly racking up a small mountain range’s worth of electronic waste. Read more...', 'url': 'https://gizmodo.com/bitcoin-bros-and-nuclear-bros-have-found-common-cause-1847753537', 'urlToImage': 'https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/5c22a9aedc33f826f84934ea6a41d67c.jpg', 'publishedAt': '2021-09-27T21:40:00Z', 'content': 'Cryptocurrency mining is awildlyenergy-intensive endeavor that doesnt only pump out more carbon emissions than some small countries, but is quickly racking up a small mountain ranges worth of electro… [+2719 chars]'}"
